freq,unique_id,method,kind,mase,smape,rmsse
hourly,H317,naive2,model,1.6623667975322474,0.013884149637046274,1.6269649996943276
hourly,H319,naive2,model,1.4815809669992315,0.009846647664214435,1.4657806034823337
hourly,H32,naive2,model,1.3730302673328372,0.061499909618793,1.0603116434748485
hourly,H321,naive2,model,3.3273809523809184,0.0042182920706527,2.0092559257097986
hourly,H323,naive2,model,1.6198083067092635,0.012939533289772811,1.5733514702529763
hourly,H324,naive2,model,0.7565320665083154,0.004957201456754265,0.7049654189395759
hourly,H327,naive2,model,0.5339285714285732,0.0048649317540527875,0.6543113681116584
hourly,H331,naive2,model,1.3557358053302433,0.23335942356221176,1.444492933989308
hourly,H336,naive2,model,1.1923245321809979,0.653786413392094,0.8594407021862953
hourly,H338,naive2,model,1.2041415226915764,0.3354145722678678,1.143824386871795
hourly,H339,naive2,model,1.2053090536034883,0.7647379745550715,0.8018899168198322
hourly,H341,naive2,model,1.6461823125141606,0.5041696758020334,1.3812322010877458
hourly,H342,naive2,model,1.8483375345096626,0.3667212551624141,2.2810832262147995
hourly,H343,naive2,model,1.4898025250890257,0.298497256561066,1.6444924461902697
hourly,H35,naive2,model,1.2968320630476486,0.05374583762684517,1.1468165626664584
hourly,H351,naive2,model,0.467161595919111,0.2079752747904895,0.3235466205609028
hourly,H357,naive2,model,0.7579396429135724,0.1641602671759978,0.686966225164754
hourly,H36,naive2,model,1.3927881235559894,0.083544208429783,1.2549155601928272
hourly,H360,naive2,model,0.8666134675587748,0.3805931824051671,0.7285319433656221
hourly,H361,naive2,model,0.9435153045124645,0.22727697421040952,0.768480101280371
hourly,H363,naive2,model,1.0699635369188696,0.26187800729098454,1.0230908471515838
hourly,H364,naive2,model,0.718036140470508,0.13511598665543298,0.6899473170284104
hourly,H365,naive2,model,1.2472679352018514,0.20521653929506742,1.1790998657342961
hourly,H369,naive2,model,2.033659373346229,0.5952939001804346,1.2094678371018792
hourly,H37,naive2,model,1.3604750740338174,0.10467882500564978,1.2001598357515744
hourly,H372,naive2,model,1.130290668026517,0.22569236483751998,1.0654975991761313
hourly,H374,naive2,model,3.3847746716800176,0.8599884139372701,2.480527751578472
hourly,H385,naive2,model,1.306126820908312,0.33213318155437893,1.102925374349865
hourly,H39,naive2,model,1.2542289177055468,0.06061702522055063,1.111957063168878
hourly,H391,naive2,model,1.7593580428584568,0.4612727286898874,1.0941486461347945
hourly,H397,naive2,model,0.8724664783027649,0.4323874594137545,0.7977963048219124
