rule,unique_id,model,weight,freq
equal,H196,chronos-t5-base,0.14285714285714285,hourly
equal,H196,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H198,naive2,0.14285714285714285,hourly
equal,H198,autotheta,0.14285714285714285,hourly
equal,H198,autoets,0.14285714285714285,hourly
equal,H198,autoarima,0.14285714285714285,hourly
equal,H198,chronos-t5-small,0.14285714285714285,hourly
equal,H198,chronos-t5-base,0.14285714285714285,hourly
equal,H198,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H20,naive2,0.14285714285714285,hourly
equal,H20,autotheta,0.14285714285714285,hourly
equal,H20,autoets,0.14285714285714285,hourly
equal,H20,autoarima,0.14285714285714285,hourly
equal,H20,chronos-t5-small,0.14285714285714285,hourly
equal,H20,chronos-t5-base,0.14285714285714285,hourly
equal,H20,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H202,naive2,0.14285714285714285,hourly
equal,H202,autotheta,0.14285714285714285,hourly
equal,H202,autoets,0.14285714285714285,hourly
equal,H202,autoarima,0.14285714285714285,hourly
equal,H202,chronos-t5-small,0.14285714285714285,hourly
equal,H202,chronos-t5-base,0.14285714285714285,hourly
equal,H202,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H203,naive2,0.14285714285714285,hourly
equal,H203,autotheta,0.14285714285714285,hourly
equal,H203,autoets,0.14285714285714285,hourly
equal,H203,autoarima,0.14285714285714285,hourly
equal,H203,chronos-t5-small,0.14285714285714285,hourly
equal,H203,chronos-t5-base,0.14285714285714285,hourly
equal,H203,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H204,naive2,0.14285714285714285,hourly
equal,H204,autotheta,0.14285714285714285,hourly
equal,H204,autoets,0.14285714285714285,hourly
equal,H204,autoarima,0.14285714285714285,hourly
equal,H204,chronos-t5-small,0.14285714285714285,hourly
equal,H204,chronos-t5-base,0.14285714285714285,hourly
equal,H204,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H206,naive2,0.14285714285714285,hourly
equal,H206,autotheta,0.14285714285714285,hourly
equal,H206,autoets,0.14285714285714285,hourly
equal,H206,autoarima,0.14285714285714285,hourly
equal,H206,chronos-t5-small,0.14285714285714285,hourly
equal,H206,chronos-t5-base,0.14285714285714285,hourly
equal,H206,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H208,naive2,0.14285714285714285,hourly
equal,H208,autotheta,0.14285714285714285,hourly
equal,H208,autoets,0.14285714285714285,hourly
equal,H208,autoarima,0.14285714285714285,hourly
equal,H208,chronos-t5-small,0.14285714285714285,hourly
equal,H208,chronos-t5-base,0.14285714285714285,hourly
equal,H208,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H209,naive2,0.14285714285714285,hourly
equal,H209,autotheta,0.14285714285714285,hourly
equal,H209,autoets,0.14285714285714285,hourly
equal,H209,autoarima,0.14285714285714285,hourly
equal,H209,chronos-t5-small,0.14285714285714285,hourly
equal,H209,chronos-t5-base,0.14285714285714285,hourly
equal,H209,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H213,naive2,0.14285714285714285,hourly
equal,H213,autotheta,0.14285714285714285,hourly
equal,H213,autoets,0.14285714285714285,hourly
equal,H213,autoarima,0.14285714285714285,hourly
equal,H213,chronos-t5-small,0.14285714285714285,hourly
equal,H213,chronos-t5-base,0.14285714285714285,hourly
equal,H213,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H216,naive2,0.14285714285714285,hourly
equal,H216,autotheta,0.14285714285714285,hourly
equal,H216,autoets,0.14285714285714285,hourly
equal,H216,autoarima,0.14285714285714285,hourly
equal,H216,chronos-t5-small,0.14285714285714285,hourly
equal,H216,chronos-t5-base,0.14285714285714285,hourly
equal,H216,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H218,naive2,0.14285714285714285,hourly
equal,H218,autotheta,0.14285714285714285,hourly
equal,H218,autoets,0.14285714285714285,hourly
equal,H218,autoarima,0.14285714285714285,hourly
equal,H218,chronos-t5-small,0.14285714285714285,hourly
equal,H218,chronos-t5-base,0.14285714285714285,hourly
equal,H218,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H220,naive2,0.14285714285714285,hourly
equal,H220,autotheta,0.14285714285714285,hourly
equal,H220,autoets,0.14285714285714285,hourly
equal,H220,autoarima,0.14285714285714285,hourly
equal,H220,chronos-t5-small,0.14285714285714285,hourly
equal,H220,chronos-t5-base,0.14285714285714285,hourly
equal,H220,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H223,naive2,0.14285714285714285,hourly
equal,H223,autotheta,0.14285714285714285,hourly
equal,H223,autoets,0.14285714285714285,hourly
equal,H223,autoarima,0.14285714285714285,hourly
equal,H223,chronos-t5-small,0.14285714285714285,hourly
equal,H223,chronos-t5-base,0.14285714285714285,hourly
equal,H223,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H225,naive2,0.14285714285714285,hourly
equal,H225,autotheta,0.14285714285714285,hourly
equal,H225,autoets,0.14285714285714285,hourly
equal,H225,autoarima,0.14285714285714285,hourly
equal,H225,chronos-t5-small,0.14285714285714285,hourly
equal,H225,chronos-t5-base,0.14285714285714285,hourly
equal,H225,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H227,naive2,0.14285714285714285,hourly
equal,H227,autotheta,0.14285714285714285,hourly
equal,H227,autoets,0.14285714285714285,hourly
equal,H227,autoarima,0.14285714285714285,hourly
equal,H227,chronos-t5-small,0.14285714285714285,hourly
equal,H227,chronos-t5-base,0.14285714285714285,hourly
equal,H227,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H229,naive2,0.14285714285714285,hourly
equal,H229,autotheta,0.14285714285714285,hourly
equal,H229,autoets,0.14285714285714285,hourly
equal,H229,autoarima,0.14285714285714285,hourly
equal,H229,chronos-t5-small,0.14285714285714285,hourly
equal,H229,chronos-t5-base,0.14285714285714285,hourly
equal,H229,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H232,naive2,0.14285714285714285,hourly
equal,H232,autotheta,0.14285714285714285,hourly
equal,H232,autoets,0.14285714285714285,hourly
equal,H232,autoarima,0.14285714285714285,hourly
equal,H232,chronos-t5-small,0.14285714285714285,hourly
equal,H232,chronos-t5-base,0.14285714285714285,hourly
equal,H232,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H235,naive2,0.14285714285714285,hourly
equal,H235,autotheta,0.14285714285714285,hourly
equal,H235,autoets,0.14285714285714285,hourly
equal,H235,autoarima,0.14285714285714285,hourly
equal,H235,chronos-t5-small,0.14285714285714285,hourly
equal,H235,chronos-t5-base,0.14285714285714285,hourly
equal,H235,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H238,naive2,0.14285714285714285,hourly
equal,H238,autotheta,0.14285714285714285,hourly
equal,H238,autoets,0.14285714285714285,hourly
equal,H238,autoarima,0.14285714285714285,hourly
equal,H238,chronos-t5-small,0.14285714285714285,hourly
equal,H238,chronos-t5-base,0.14285714285714285,hourly
equal,H238,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H24,naive2,0.14285714285714285,hourly
equal,H24,autotheta,0.14285714285714285,hourly
equal,H24,autoets,0.14285714285714285,hourly
equal,H24,autoarima,0.14285714285714285,hourly
equal,H24,chronos-t5-small,0.14285714285714285,hourly
equal,H24,chronos-t5-base,0.14285714285714285,hourly
equal,H24,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H241,naive2,0.14285714285714285,hourly
equal,H241,autotheta,0.14285714285714285,hourly
equal,H241,autoets,0.14285714285714285,hourly
equal,H241,autoarima,0.14285714285714285,hourly
equal,H241,chronos-t5-small,0.14285714285714285,hourly
equal,H241,chronos-t5-base,0.14285714285714285,hourly
equal,H241,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H242,naive2,0.14285714285714285,hourly
equal,H242,autotheta,0.14285714285714285,hourly
equal,H242,autoets,0.14285714285714285,hourly
equal,H242,autoarima,0.14285714285714285,hourly
equal,H242,chronos-t5-small,0.14285714285714285,hourly
equal,H242,chronos-t5-base,0.14285714285714285,hourly
equal,H242,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H244,naive2,0.14285714285714285,hourly
equal,H244,autotheta,0.14285714285714285,hourly
equal,H244,autoets,0.14285714285714285,hourly
equal,H244,autoarima,0.14285714285714285,hourly
equal,H244,chronos-t5-small,0.14285714285714285,hourly
equal,H244,chronos-t5-base,0.14285714285714285,hourly
equal,H244,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H248,naive2,0.14285714285714285,hourly
equal,H248,autotheta,0.14285714285714285,hourly
equal,H248,autoets,0.14285714285714285,hourly
equal,H248,autoarima,0.14285714285714285,hourly
equal,H248,chronos-t5-small,0.14285714285714285,hourly
equal,H248,chronos-t5-base,0.14285714285714285,hourly
equal,H248,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H249,naive2,0.14285714285714285,hourly
equal,H249,autotheta,0.14285714285714285,hourly
equal,H249,autoets,0.14285714285714285,hourly
equal,H249,autoarima,0.14285714285714285,hourly
equal,H249,chronos-t5-small,0.14285714285714285,hourly
equal,H249,chronos-t5-base,0.14285714285714285,hourly
equal,H249,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H251,naive2,0.14285714285714285,hourly
equal,H251,autotheta,0.14285714285714285,hourly
equal,H251,autoets,0.14285714285714285,hourly
equal,H251,autoarima,0.14285714285714285,hourly
equal,H251,chronos-t5-small,0.14285714285714285,hourly
equal,H251,chronos-t5-base,0.14285714285714285,hourly
equal,H251,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H255,naive2,0.14285714285714285,hourly
equal,H255,autotheta,0.14285714285714285,hourly
equal,H255,autoets,0.14285714285714285,hourly
equal,H255,autoarima,0.14285714285714285,hourly
equal,H255,chronos-t5-small,0.14285714285714285,hourly
equal,H255,chronos-t5-base,0.14285714285714285,hourly
equal,H255,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H256,naive2,0.14285714285714285,hourly
equal,H256,autotheta,0.14285714285714285,hourly
equal,H256,autoets,0.14285714285714285,hourly
equal,H256,autoarima,0.14285714285714285,hourly
equal,H256,chronos-t5-small,0.14285714285714285,hourly
equal,H256,chronos-t5-base,0.14285714285714285,hourly
equal,H256,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H257,naive2,0.14285714285714285,hourly
equal,H257,autotheta,0.14285714285714285,hourly
equal,H257,autoets,0.14285714285714285,hourly
equal,H257,autoarima,0.14285714285714285,hourly
equal,H257,chronos-t5-small,0.14285714285714285,hourly
equal,H257,chronos-t5-base,0.14285714285714285,hourly
equal,H257,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H258,naive2,0.14285714285714285,hourly
equal,H258,autotheta,0.14285714285714285,hourly
equal,H258,autoets,0.14285714285714285,hourly
equal,H258,autoarima,0.14285714285714285,hourly
equal,H258,chronos-t5-small,0.14285714285714285,hourly
equal,H258,chronos-t5-base,0.14285714285714285,hourly
equal,H258,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H263,naive2,0.14285714285714285,hourly
equal,H263,autotheta,0.14285714285714285,hourly
equal,H263,autoets,0.14285714285714285,hourly
equal,H263,autoarima,0.14285714285714285,hourly
equal,H263,chronos-t5-small,0.14285714285714285,hourly
equal,H263,chronos-t5-base,0.14285714285714285,hourly
equal,H263,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H267,naive2,0.14285714285714285,hourly
equal,H267,autotheta,0.14285714285714285,hourly
equal,H267,autoets,0.14285714285714285,hourly
equal,H267,autoarima,0.14285714285714285,hourly
equal,H267,chronos-t5-small,0.14285714285714285,hourly
equal,H267,chronos-t5-base,0.14285714285714285,hourly
equal,H267,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H27,naive2,0.14285714285714285,hourly
equal,H27,autotheta,0.14285714285714285,hourly
equal,H27,autoets,0.14285714285714285,hourly
equal,H27,autoarima,0.14285714285714285,hourly
equal,H27,chronos-t5-small,0.14285714285714285,hourly
equal,H27,chronos-t5-base,0.14285714285714285,hourly
equal,H27,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H271,naive2,0.14285714285714285,hourly
equal,H271,autotheta,0.14285714285714285,hourly
equal,H271,autoets,0.14285714285714285,hourly
equal,H271,autoarima,0.14285714285714285,hourly
equal,H271,chronos-t5-small,0.14285714285714285,hourly
equal,H271,chronos-t5-base,0.14285714285714285,hourly
equal,H271,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H272,naive2,0.14285714285714285,hourly
equal,H272,autotheta,0.14285714285714285,hourly
equal,H272,autoets,0.14285714285714285,hourly
equal,H272,autoarima,0.14285714285714285,hourly
equal,H272,chronos-t5-small,0.14285714285714285,hourly
equal,H272,chronos-t5-base,0.14285714285714285,hourly
equal,H272,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H273,naive2,0.14285714285714285,hourly
equal,H273,autotheta,0.14285714285714285,hourly
equal,H273,autoets,0.14285714285714285,hourly
equal,H273,autoarima,0.14285714285714285,hourly
equal,H273,chronos-t5-small,0.14285714285714285,hourly
equal,H273,chronos-t5-base,0.14285714285714285,hourly
equal,H273,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H28,naive2,0.14285714285714285,hourly
equal,H28,autotheta,0.14285714285714285,hourly
equal,H28,autoets,0.14285714285714285,hourly
equal,H28,autoarima,0.14285714285714285,hourly
equal,H28,chronos-t5-small,0.14285714285714285,hourly
equal,H28,chronos-t5-base,0.14285714285714285,hourly
equal,H28,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H282,naive2,0.14285714285714285,hourly
equal,H282,autotheta,0.14285714285714285,hourly
equal,H282,autoets,0.14285714285714285,hourly
equal,H282,autoarima,0.14285714285714285,hourly
equal,H282,chronos-t5-small,0.14285714285714285,hourly
equal,H282,chronos-t5-base,0.14285714285714285,hourly
equal,H282,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H284,naive2,0.14285714285714285,hourly
equal,H284,autotheta,0.14285714285714285,hourly
equal,H284,autoets,0.14285714285714285,hourly
equal,H284,autoarima,0.14285714285714285,hourly
equal,H284,chronos-t5-small,0.14285714285714285,hourly
equal,H284,chronos-t5-base,0.14285714285714285,hourly
equal,H284,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H288,naive2,0.14285714285714285,hourly
equal,H288,autotheta,0.14285714285714285,hourly
equal,H288,autoets,0.14285714285714285,hourly
equal,H288,autoarima,0.14285714285714285,hourly
equal,H288,chronos-t5-small,0.14285714285714285,hourly
equal,H288,chronos-t5-base,0.14285714285714285,hourly
equal,H288,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H29,naive2,0.14285714285714285,hourly
equal,H29,autotheta,0.14285714285714285,hourly
equal,H29,autoets,0.14285714285714285,hourly
equal,H29,autoarima,0.14285714285714285,hourly
equal,H29,chronos-t5-small,0.14285714285714285,hourly
equal,H29,chronos-t5-base,0.14285714285714285,hourly
equal,H29,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H290,naive2,0.14285714285714285,hourly
equal,H290,autotheta,0.14285714285714285,hourly
equal,H290,autoets,0.14285714285714285,hourly
equal,H290,autoarima,0.14285714285714285,hourly
equal,H290,chronos-t5-small,0.14285714285714285,hourly
equal,H290,chronos-t5-base,0.14285714285714285,hourly
equal,H290,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H293,naive2,0.14285714285714285,hourly
equal,H293,autotheta,0.14285714285714285,hourly
equal,H293,autoets,0.14285714285714285,hourly
equal,H293,autoarima,0.14285714285714285,hourly
equal,H293,chronos-t5-small,0.14285714285714285,hourly
equal,H293,chronos-t5-base,0.14285714285714285,hourly
equal,H293,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H294,naive2,0.14285714285714285,hourly
equal,H294,autotheta,0.14285714285714285,hourly
equal,H294,autoets,0.14285714285714285,hourly
equal,H294,autoarima,0.14285714285714285,hourly
equal,H294,chronos-t5-small,0.14285714285714285,hourly
equal,H294,chronos-t5-base,0.14285714285714285,hourly
equal,H294,timesfm-2.5-200m,0.14285714285714285,hourly
equal,H297,naive2,0.14285714285714285,hourly
equal,H297,autotheta,0.14285714285714285,hourly
equal,H297,autoets,0.14285714285714285,hourly
equal,H297,autoarima,0.14285714285714285,hourly
equal,H297,chronos-t5-small,0.14285714285714285,hourly
equal,H297,chronos-t5-base,0.14285714285714285,hourly
equal,H297,timesfm-2.5-200m,0.14285714285714285,hourly
